REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DKBMCSPN2,1,2050,DKBM,S05B2,33.2383926930716
REGION1,DKBMCSPN2,1,2050,DKBM,S05B3,33.2383926930716
REGION1,DKBMCSPN2,1,2051,DKBM,S01B2,29.77321956894078
REGION1,DKBMCSPN2,1,2051,DKBM,S01B3,37.00496724257805
REGION1,DKBMCSPN2,1,2051,DKBM,S02B2,32.64345169745192
REGION1,DKBMCSPN2,1,2051,DKBM,S03B1,37.00496724257805
REGION1,DKBMCSPN2,1,2051,DKBM,S03B2,37.00496724257805
REGION1,DKBMCSPN2,1,2051,DKBM,S03B3,32.64571730246435
REGION1,DKBMCSPN2,1,2051,DKBM,S04B2,37.00496724257805
REGION1,DKBMCSPN2,1,2051,DKBM,S05B2,37.00496724257805
REGION1,DKBMCSPN2,1,2052,DKBM,S01B2,41.13902776315433
REGION1,DKBMCSPN2,1,2052,DKBM,S02B2,19.401777920939452
REGION1,DKBMCSPN2,1,2052,DKBM,S03B1,41.13902776315433
REGION1,DKBMCSPN2,1,2052,DKBM,S03B2,41.13902776315448
REGION1,DKBMCSPN2,1,2052,DKBM,S03B3,29.4245358842938
REGION1,DKBMCSPN2,1,2052,DKBM,S04B2,41.13902776315433
REGION1,DKBMCSPN2,1,2052,DKBM,S05B2,26.996350101899978
REGION1,DKBMCSPN2,1,2052,DKBM,S05B3,18.246597341468302
REGION1,DKBMCSPN2,1,2053,DKBM,S01B2,7.832877120209235
REGION1,DKBMCSPN2,1,2053,DKBM,S02B1,45.70337186454821
REGION1,DKBMCSPN2,1,2053,DKBM,S02B2,6.936040858875272
REGION1,DKBMCSPN2,1,2053,DKBM,S03B1,45.70337186454821
REGION1,DKBMCSPN2,1,2053,DKBM,S03B2,45.70337186454821
REGION1,DKBMCSPN2,1,2053,DKBM,S03B3,45.70337186454821
REGION1,DKBMCSPN2,1,2053,DKBM,S04B2,45.70337186454821
REGION1,DKBMCSPN2,1,2053,DKBM,S05B2,45.34933310229828
REGION1,DKBMCSPN2,1,2054,DKBM,S01B1,11.973044702774638
REGION1,DKBMCSPN2,1,2054,DKBM,S01B2,50.78527713248879
REGION1,DKBMCSPN2,1,2054,DKBM,S01B3,50.78527713248879
REGION1,DKBMCSPN2,1,2054,DKBM,S03B1,35.430670638541955
REGION1,DKBMCSPN2,1,2054,DKBM,S03B2,44.22866681082184
REGION1,DKBMCSPN2,1,2054,DKBM,S03B3,41.64839479772863
REGION1,DKBMCSPN2,1,2054,DKBM,S04B2,16.12672254574306
REGION1,DKBMCSPN2,1,2054,DKBM,S05B2,48.34796580897057
REGION1,DKBMCSPN2,1,2055,DKBM,S01B2,11.708138809282763
REGION1,DKBMCSPN2,1,2055,DKBM,S02B2,34.21765385572239
REGION1,DKBMCSPN2,1,2055,DKBM,S03B1,27.06687512116823
REGION1,DKBMCSPN2,1,2055,DKBM,S03B2,54.54625470751801
REGION1,DKBMCSPN2,1,2055,DKBM,S03B3,54.37685628958042
REGION1,DKBMCSPN2,1,2055,DKBM,S04B2,26.272672546752368
REGION1,DKBMCSPN2,1,2055,DKBM,S05B2,56.509680046900506
REGION1,DKBMCSPN2,1,2056,DKBM,S01B2,9.158792754249712
