REGION,EMISSION,YEAR,VALUE
REGION1,DKSO,2030,11.85
REGION1,DKSO,2031,12.29
REGION1,DKSO,2032,12.72
REGION1,DKSO,2033,13.15
REGION1,DKSO,2034,13.58
REGION1,DKSO,2035,14.02
REGION1,DKSO,2036,14.38
REGION1,DKSO,2037,14.74
REGION1,DKSO,2038,15.11
REGION1,DKSO,2039,15.47
REGION1,DKSO,2040,15.83
REGION1,DKSO,2041,16.12
REGION1,DKSO,2042,16.41
REGION1,DKSO,2043,16.7
REGION1,DKSO,2044,16.99
REGION1,DKSO,2045,17.28
REGION1,DKSO,2046,17.39
REGION1,DKSO,2047,17.49
REGION1,DKSO,2048,17.6
REGION1,DKSO,2049,17.71
REGION1,DKSO,2050,17.81
REGION1,DKSO,2051,17.9
REGION1,DKSO,2052,17.99
REGION1,DKSO,2053,18.08
REGION1,DKSO,2054,18.17
REGION1,DKSO,2055,18.26
REGION1,DKSO,2056,18.35
REGION1,DKSO,2057,18.45
REGION1,DKSO,2058,18.54
REGION1,DKSO,2059,18.63
REGION1,DKSO,2060,18.72
REGION1,FISO,2015,0.08
REGION1,FISO,2016,0.16
REGION1,FISO,2017,0.23
REGION1,FISO,2018,0.3
REGION1,FISO,2019,0.36
REGION1,FISO,2020,0.42
REGION1,FISO,2021,0.5
REGION1,FISO,2022,0.66
REGION1,FISO,2023,0.88
REGION1,FISO,2024,1.15
REGION1,FISO,2025,1.47
REGION1,FISO,2026,1.65
REGION1,FISO,2027,1.82
REGION1,FISO,2028,2.0
REGION1,FISO,2029,2.17
REGION1,FISO,2030,2.35
REGION1,FISO,2031,2.89
REGION1,FISO,2032,3.43
REGION1,FISO,2033,3.96
REGION1,FISO,2034,4.5
REGION1,FISO,2035,5.04
REGION1,FISO,2036,5.2
REGION1,FISO,2037,5.35
REGION1,FISO,2038,5.51
REGION1,FISO,2039,5.67
REGION1,FISO,2040,5.83
REGION1,FISO,2041,5.88
REGION1,FISO,2042,5.93
REGION1,FISO,2043,5.97
REGION1,FISO,2044,6.02
REGION1,FISO,2045,6.07
REGION1,FISO,2046,6.12
REGION1,FISO,2047,6.16
REGION1,FISO,2048,6.21
REGION1,FISO,2049,6.26
REGION1,FISO,2050,6.3
REGION1,FISO,2051,6.33
REGION1,FISO,2052,6.36
REGION1,FISO,2053,6.4
REGION1,FISO,2054,6.43
REGION1,FISO,2055,6.46
REGION1,FISO,2056,6.49
REGION1,FISO,2057,6.53
REGION1,FISO,2058,6.56
REGION1,FISO,2059,6.59
REGION1,FISO,2060,6.62
REGION1,NOSO,2015,0.08
REGION1,NOSO,2016,0.16
REGION1,NOSO,2017,0.23
REGION1,NOSO,2018,0.3
REGION1,NOSO,2019,0.36
REGION1,NOSO,2020,0.42
REGION1,NOSO,2021,0.5
REGION1,NOSO,2022,0.66
REGION1,NOSO,2023,0.88
REGION1,NOSO,2024,1.15
REGION1,NOSO,2025,1.47
REGION1,NOSO,2026,1.65
REGION1,NOSO,2027,1.82
REGION1,NOSO,2028,2.0
REGION1,NOSO,2029,2.17
REGION1,NOSO,2030,2.35
REGION1,NOSO,2031,2.89
REGION1,NOSO,2032,3.43
REGION1,NOSO,2033,3.96
REGION1,NOSO,2034,4.5
REGION1,NOSO,2035,5.04
REGION1,NOSO,2036,5.2
REGION1,NOSO,2037,5.35
REGION1,NOSO,2038,5.51
REGION1,NOSO,2039,5.67
REGION1,NOSO,2040,5.83
REGION1,NOSO,2041,5.88
REGION1,NOSO,2042,5.93
REGION1,NOSO,2043,5.97
REGION1,NOSO,2044,6.02
REGION1,NOSO,2045,6.07
REGION1,NOSO,2046,6.12
REGION1,NOSO,2047,6.16
REGION1,NOSO,2048,6.21
REGION1,NOSO,2049,6.26
REGION1,NOSO,2050,6.3
REGION1,NOSO,2051,6.35
REGION1,NOSO,2052,6.39
REGION1,NOSO,2053,6.43
REGION1,NOSO,2054,6.48
REGION1,NOSO,2055,6.52
REGION1,NOSO,2056,6.57
REGION1,NOSO,2057,6.62
REGION1,NOSO,2058,6.66
REGION1,NOSO,2059,6.71
REGION1,NOSO,2060,6.76
REGION1,SESO,2015,0.72
REGION1,SESO,2016,0.77
REGION1,SESO,2017,0.82
REGION1,SESO,2018,0.87
REGION1,SESO,2019,0.91
REGION1,SESO,2020,0.96
REGION1,SESO,2021,1.16
REGION1,SESO,2022,1.54
REGION1,SESO,2023,2.07
REGION1,SESO,2024,2.71
REGION1,SESO,2025,3.49
REGION1,SESO,2026,4.18
REGION1,SESO,2027,4.87
REGION1,SESO,2028,5.56
REGION1,SESO,2029,6.24
REGION1,SESO,2030,6.93
REGION1,SESO,2031,7.25
REGION1,SESO,2032,7.57
REGION1,SESO,2033,7.89
REGION1,SESO,2034,8.21
REGION1,SESO,2035,8.53
REGION1,SESO,2036,9.2
REGION1,SESO,2037,9.87
REGION1,SESO,2038,10.54
REGION1,SESO,2039,11.22
REGION1,SESO,2040,11.89
REGION1,SESO,2041,12.06
REGION1,SESO,2042,12.23
REGION1,SESO,2043,12.4
REGION1,SESO,2044,12.56
REGION1,SESO,2045,12.73
REGION1,SESO,2046,13.06
REGION1,SESO,2047,13.39
REGION1,SESO,2048,13.71
REGION1,SESO,2049,14.04
REGION1,SESO,2050,14.37
REGION1,SESO,2051,14.66
REGION1,SESO,2052,14.95
REGION1,SESO,2053,15.25
REGION1,SESO,2054,15.55
REGION1,SESO,2055,15.86
REGION1,SESO,2056,16.1
REGION1,SESO,2057,16.34
REGION1,SESO,2058,16.59
REGION1,SESO,2059,16.84
REGION1,SESO,2060,17.09
REGION1,DKWO,2015,3355.2
REGION1,DKWO,2016,3355.2
REGION1,DKWO,2017,3355.2
REGION1,DKWO,2018,3355.2
REGION1,DKWO,2019,3355.2
REGION1,DKWO,2020,3355.2
REGION1,DKWO,2021,3355.2
REGION1,DKWO,2022,3355.2
REGION1,DKWO,2023,3355.2
REGION1,DKWO,2024,3355.2
REGION1,DKWO,2025,3355.2
REGION1,DKWO,2026,3355.2
REGION1,DKWO,2027,3355.2
REGION1,DKWO,2028,3355.2
REGION1,DKWO,2029,3355.2
REGION1,DKWO,2030,3355.2
REGION1,DKWO,2031,3355.2
REGION1,DKWO,2032,3355.2
REGION1,DKWO,2033,3355.2
REGION1,DKWO,2034,3355.2
REGION1,DKWO,2035,3355.2
REGION1,DKWO,2036,3355.2
REGION1,DKWO,2037,3355.2
REGION1,DKWO,2038,3355.2
REGION1,DKWO,2039,3355.2
REGION1,DKWO,2040,3355.2
REGION1,DKWO,2041,3355.2
REGION1,DKWO,2042,3355.2
REGION1,DKWO,2043,3355.2
REGION1,DKWO,2044,3355.2
REGION1,DKWO,2045,3355.2
REGION1,DKWO,2046,3355.2
REGION1,DKWO,2047,3355.2
REGION1,DKWO,2048,3355.2
REGION1,DKWO,2049,3355.2
REGION1,DKWO,2050,3355.2
REGION1,DKWO,2051,3355.2
REGION1,DKWO,2052,3355.2
REGION1,DKWO,2053,3355.2
REGION1,DKWO,2054,3355.2
REGION1,DKWO,2055,3355.2
REGION1,DKWO,2056,3355.2
REGION1,DKWO,2057,3355.2
REGION1,DKWO,2058,3355.2
REGION1,DKWO,2059,3355.2
REGION1,DKWO,2060,3355.2
REGION1,FIWO,2015,3438.0
REGION1,FIWO,2016,3438.0
REGION1,FIWO,2017,3438.0
REGION1,FIWO,2018,3438.0
REGION1,FIWO,2019,3438.0
REGION1,FIWO,2020,3438.0
REGION1,FIWO,2021,3438.0
REGION1,FIWO,2022,3438.0
REGION1,FIWO,2023,3438.0
REGION1,FIWO,2024,3438.0
REGION1,FIWO,2025,3438.0
REGION1,FIWO,2026,3438.0
REGION1,FIWO,2027,3438.0
REGION1,FIWO,2028,3438.0
REGION1,FIWO,2029,3438.0
REGION1,FIWO,2030,3438.0
REGION1,FIWO,2031,3438.0
REGION1,FIWO,2032,3438.0
REGION1,FIWO,2033,3438.0
REGION1,FIWO,2034,3438.0
REGION1,FIWO,2035,3438.0
REGION1,FIWO,2036,3438.0
REGION1,FIWO,2037,3438.0
REGION1,FIWO,2038,3438.0
REGION1,FIWO,2039,3438.0
REGION1,FIWO,2040,3438.0
REGION1,FIWO,2041,3438.0
REGION1,FIWO,2042,3438.0
REGION1,FIWO,2043,3438.0
REGION1,FIWO,2044,3438.0
REGION1,FIWO,2045,3438.0
REGION1,FIWO,2046,3438.0
REGION1,FIWO,2047,3438.0
REGION1,FIWO,2048,3438.0
REGION1,FIWO,2049,3438.0
REGION1,FIWO,2050,3438.0
REGION1,FIWO,2051,3438.0
REGION1,FIWO,2052,3438.0
REGION1,FIWO,2053,3438.0
REGION1,FIWO,2054,3438.0
REGION1,FIWO,2055,3438.0
REGION1,FIWO,2056,3438.0
REGION1,FIWO,2057,3438.0
REGION1,FIWO,2058,3438.0
REGION1,FIWO,2059,3438.0
REGION1,FIWO,2060,3438.0
REGION1,SEWO,2015,5590.8
REGION1,SEWO,2016,5590.8
REGION1,SEWO,2017,5590.8
REGION1,SEWO,2018,5590.8
REGION1,SEWO,2019,5590.8
REGION1,SEWO,2020,5590.8
REGION1,SEWO,2021,5590.8
REGION1,SEWO,2022,5590.8
REGION1,SEWO,2023,5590.8
REGION1,SEWO,2024,5590.8
REGION1,SEWO,2025,5590.8
REGION1,SEWO,2026,5590.8
REGION1,SEWO,2027,5590.8
REGION1,SEWO,2028,5590.8
REGION1,SEWO,2029,5590.8
REGION1,SEWO,2030,5590.8
REGION1,SEWO,2031,5590.8
REGION1,SEWO,2032,5590.8
REGION1,SEWO,2033,5590.8
REGION1,SEWO,2034,5590.8
REGION1,SEWO,2035,5590.8
REGION1,SEWO,2036,5590.8
REGION1,SEWO,2037,5590.8
REGION1,SEWO,2038,5590.8
REGION1,SEWO,2039,5590.8
REGION1,SEWO,2040,5590.8
REGION1,SEWO,2041,5590.8
REGION1,SEWO,2042,5590.8
REGION1,SEWO,2043,5590.8
REGION1,SEWO,2044,5590.8
REGION1,SEWO,2045,5590.8
REGION1,SEWO,2046,5590.8
