REGION,TECHNOLOGY,VALUE
REGION1,PLWSSTPH1,2700.6265783505373
REGION1,PTBM00I00,5.787502851959533
REGION1,PTBM00X00,2642.547668381752
REGION1,PTBMCSPN2,851.2192107413014
REGION1,PTBMSTPH3,122.38678836674919
REGION1,PTCO00I00,486.9910290922427
REGION1,PTCOSTPH3,227.61649704909195
REGION1,PTEL00TD0,10610.261101224287
REGION1,PTGO00X00,155.73360508380665
REGION1,PTGOCVPH2,37.79283716244391
REGION1,PTHYDMPH1,79.55864069937013
REGION1,PTHYDMPH2,371.570642614717
REGION1,PTHYDMPH3,301.3248259134464
REGION1,PTHYDSPH2,156.74316891538106
REGION1,PTHYDSPH3,266.6151523439485
REGION1,PTNG00I00,1394.0509632832602
REGION1,PTNGCCPH2,847.5020469304596
REGION1,PTOCWVPH1,0.3934414619796476
REGION1,PTSODIFH1,0.02314999762673937
REGION1,PTSOUTPH2,1893.7626457574363
REGION1,PTWIOFPH3,0.612947693463568
REGION1,PTWIONPH3,2011.5876282187653
REGION1,PTWS00X00,1744.2018573908674
REGION1,PTWSCHPH2,1.9359031111239198
REGION1,PTWSSTPH1,634.3219105291303
REGION1,ROBM00X00,5720.0074825604615
REGION1,ROBMCSPN2,1068.3481731632958
REGION1,ROBMSTPH3,1013.3700087346216
REGION1,ROCO00X00,1194.005047114791
REGION1,ROCOCHPH3,62.68147481047331
REGION1,ROCOSTPH3,486.23066415712464
REGION1,ROEL00TD0,12114.238978476485
REGION1,ROGO00X00,866.4290047336941
REGION1,ROGOCVPH2,211.07573524109026
REGION1,ROHYDMPH0,531.1985195307345
REGION1,ROHYDMPH1,300.531956057767
REGION1,ROHYDMPH2,867.7375132896015
REGION1,ROHYDMPH3,411.2840197961429
REGION1,RONG00X00,383.9998413172386
REGION1,RONGCHPH3,12.79525307356976
REGION1,RONGSTPH2,152.02013412212122
REGION1,RONUG2PH3,1392.327159598159
REGION1,RONUG3PN3,3132.2998634811097
REGION1,ROSOUTPH2,1304.2544717249755
REGION1,ROUR00I00,13710.977268037108
REGION1,ROWIONPH3,491.9292674326549
REGION1,ROWIONPN3,2.640184770922698
REGION1,ROWS00X00,2755.521210354106
REGION1,ROWSSTPH1,841.0687405310671
REGION1,SEBM00X00,11780.15217767329
REGION1,SEBMCCPH1,9.819047704572382
REGION1,SEBMCHPH3,0.402405665526426
REGION1,SEBMCSPN2,3507.1997346656335
REGION1,SEBMSTPH3,829.6428337177139
REGION1,SECO00X00,38.30921001414399
REGION1,SECOCHPH3,15.011502506537798
REGION1,SECOSTPH1,0.2396736253227562
REGION1,SEEL00TD0,32988.33947933412
REGION1,SEGO00X00,18.867228158138357
REGION1,SEGOCVPH2,4.6558548096819266
REGION1,SEHYDMPH1,456.33186078989417
REGION1,SEHYDMPH2,3925.6556776920784
REGION1,SEHYDMPH3,7114.631928857045
REGION1,SEHYDSPH2,47.10857684735149
REGION1,SEHYDSPH3,170.11937835938707
REGION1,SENUG2PH3,4906.674187066472
REGION1,SEOCWVPH1,2.0703389980314006
REGION1,SESODIFH1,0.02069771145307573
REGION1,SESOUTPH2,409.37046245172667
REGION1,SEUR00I00,14868.69478906753
REGION1,SEWIOFPH3,45.72239502269832
REGION1,SEWIONPH3,887.622203503458
REGION1,SEWIONPN3,8160.760385253995
REGION1,SEWS00X00,6915.659252510762
REGION1,SEWSCHPH2,148.25132471227442
REGION1,SEWSSTPH1,2009.7239213741875
REGION1,SIBM00I00,4.880759490907159
REGION1,SIBM00X00,951.3196447493896
REGION1,SIBMCSPN2,204.5664062885427
REGION1,SIBMSTPH3,144.9078572240499
REGION1,SICO00I00,106.30811393259825
REGION1,SICO00X00,475.2234740080849
REGION1,SICOCHPH3,220.51166419131246
REGION1,SICOSTPH1,15.573232085042907
REGION1,SIEL00TD0,3431.6872362749614
REGION1,SIGO00X00,110.03074877563718
REGION1,SIGOCVPH2,22.651287978744016
REGION1,SIHYDMPH1,57.00494593389056
REGION1,SIHYDMPH2,480.70544312925375
REGION1,SIHYDMPH3,295.0166898861467
REGION1,SIHYDSPH3,34.288216672525934
REGION1,SING00I00,13.478221407324243
REGION1,SING00X00,26.11274000389204
REGION1,SINGCCPH2,17.183853784483247
REGION1,SINGCHPH3,5.04000302666926
REGION1,SINUG2PH3,308.1344822033053
REGION1,SINUG3PN3,1147.5072140999002
REGION1,SISODIFH1,0.06760819879733102
REGION1,SISOUTPH2,315.27365915866886
REGION1,SIUR00I00,4411.031032307604
REGION1,SIWIONPH3,0.21482208634753075
REGION1,SIWS00X00,458.09403138597537
REGION1,SIWSSTPH1,141.58587176354715
REGION1,SKBM00X00,1885.80347266932
REGION1,SKBMCSPN2,473.93562277209827
REGION1,SKBMSTPH3,216.99827551549512
REGION1,SKCO00I00,47.817399770663236
REGION1,SKCO00X00,274.02334875155833
REGION1,SKCOCHPH3,55.843612324583155
REGION1,SKCOSTPH3,87.19072677264633
REGION1,SKEL00TD0,6908.989954536203
REGION1,SKGO00X00,564.2125518743593
REGION1,SKGOCVPH2,138.95458731935398
REGION1,SKHYDMPH0,441.98568492111235
REGION1,SKHYDMPH1,11.958688555436293
REGION1,SKHYDMPH2,145.64465788118062
REGION1,SKHYDSPH2,3.690148430510376
REGION1,SKHYDSPH3,17.21550110270215
REGION1,SKNG00I00,245.44604927669977
REGION1,SKNG00X00,149.38948454158043
REGION1,SKNGCCPH2,241.89115633488052
REGION1,SKNUG2PH3,1380.8037698346252
REGION1,SKNUG3PN3,1135.693288430539
REGION1,SKSODIFH1,0.005524324494335446
REGION1,SKSOUTPH2,321.2381051596686
REGION1,SKUR00I00,7625.741035660928
REGION1,SKWIONPH3,0.3362151626378601
REGION1,SKWS00X00,885.3773515001336
REGION1,SKWSCHPH2,9.71972436153585
REGION1,SKWSSTPH1,264.77460983796243
REGION1,UKBM00I00,282.23222051302116
REGION1,UKBM00X00,17221.95479175041
REGION1,UKBMCCPH1,3.4870363777659823
REGION1,UKBMCHPH3,0.323772170994846
REGION1,UKBMCSPN2,3944.8752583708356
REGION1,UKBMSTPH3,2404.1411293722654
REGION1,UKCO00I00,353.81905852100334
REGION1,UKCO00X00,1098.8090770764713
REGION1,UKCOCHPH3,2.090836971921711
REGION1,UKCOSTPH3,673.1862883739185
REGION1,UKEL00TD0,85017.12093769989
REGION1,UKGO00X00,69.53182070803635
REGION1,UKGOCVPH2,17.11646123394727
REGION1,UKHYDMPH1,104.26811146412447
REGION1,UKHYDMPH2,250.1521208602607
REGION1,UKHYDMPH3,327.4614812105949
REGION1,UKHYDSPH2,60.521602983274775
REGION1,UKHYDSPH3,696.870220257121
REGION1,UKNG00X00,4697.933361824309
REGION1,UKNGCCPH2,2758.535752500247
REGION1,UKNGGCPN2,23.613623373120564
REGION1,UKNGSTPH2,0.03755160007387194
REGION1,UKNUG2PH3,5594.049987029289
REGION1,UKNUG3PN3,8401.47422057945
REGION1,UKOCWVPH1,0.4764441046156457
REGION1,UKSODIFH1,0.15297728658224957
REGION1,UKSOUTPH2,4015.343043373565
REGION1,UKUR00I00,42410.63700631676
REGION1,UKWIOFPH3,1041.8834595721444
REGION1,UKWIOFPN2,326.53195258076573
REGION1,UKWIOFPN3,2616.5050256833256
REGION1,UKWIONPH3,1481.2802778340595
REGION1,UKWIONPN3,46086.86033505989
REGION1,UKWS00X00,7363.558639452083
REGION1,UKWSCHPH2,162.296566148705
REGION1,UKWSSTPH1,2346.4910429829683
