REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
REGION1,S01B3,NOHYDMPH3,1,NOE1,2038,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2039,167.123790266846
REGION1,S01B3,NOHYDMPH3,1,NOE1,2040,160.289891447486
REGION1,S01B3,NOHYDMPH3,1,NOE1,2041,160.289891447486
REGION1,S01B3,NOHYDMPH3,1,NOE1,2042,160.289891447486
REGION1,S01B3,NOHYDMPH3,1,NOE1,2043,160.289891447486
REGION1,S01B3,NOHYDMPH3,1,NOE1,2044,160.289891447486
REGION1,S01B3,NOHYDMPH3,1,NOE1,2045,148.338514907582
REGION1,S01B3,NOHYDMPH3,1,NOE1,2046,148.338514907582
REGION1,S01B3,NOHYDMPH3,1,NOE1,2047,144.365317919582
REGION1,S01B3,NOHYDMPH3,1,NOE1,2048,139.279625774942
REGION1,S01B3,NOHYDMPH3,1,NOE1,2049,135.465356666462
REGION1,S01B3,NOHYDMPH3,1,NOE1,2050,131.841801013406
REGION1,S01B3,NOHYDMPH3,1,NOE1,2051,121.733987875934
REGION1,S01B3,NOHYDMPH3,1,NOE1,2052,121.733987875934
REGION1,S01B3,NOHYDMPH3,1,NOE1,2053,112.150636740878
REGION1,S01B3,NOHYDMPH3,1,NOE1,2054,97.55447075691644
REGION1,S01B3,NOHYDMPH3,1,NOE1,2055,91.20162018227603
REGION1,S01B3,NOHYDMPH3,1,NOE1,2056,101.300630406048
REGION1,S01B3,NOHYDMPH3,1,NOE1,2057,99.552423731328
REGION1,S01B3,NOHYDMPH3,1,NOE1,2058,90.00325632318939
REGION1,S01B3,NOHYDMPH3,1,NOE1,2059,95.817618562608
REGION1,S01B3,NOHYDMPH3,1,NOE1,2060,74.600746646688
REGION1,S01B3,NOHYDSPH2,1,NOE1,2015,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2016,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2017,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2018,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2019,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2021,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2022,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2024,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2026,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2028,12.7436976
REGION1,S01B3,NOHYDSPH2,1,NOE1,2033,12.7436976
REGION1,S01B3,NOHYDSPH3,1,NOE1,2015,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2016,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2017,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2018,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2019,17.034221238650204
REGION1,S01B3,NOHYDSPH3,1,NOE1,2020,12.511656464671027
REGION1,S01B3,NOHYDSPH3,1,NOE1,2021,7.684490009725145
REGION1,S01B3,NOHYDSPH3,1,NOE1,2022,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2023,1.4191928170051111
REGION1,S01B3,NOHYDSPH3,1,NOE1,2024,11.373559161814471
REGION1,S01B3,NOHYDSPH3,1,NOE1,2025,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2026,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2028,10.675868954274543
REGION1,S01B3,NOHYDSPH3,1,NOE1,2029,19.55232
REGION1,S01B3,NOHYDSPH3,1,NOE1,2031,4.198774684363203
REGION1,S01B3,NOHYDSPH3,1,NOE1,2034,19.55232
REGION1,S01B3,NONG00X00,1,NONG,2015,41.238442130862985
REGION1,S01B3,NONG00X00,1,NONG,2016,41.238442130862985
REGION1,S01B3,NONG00X00,1,NONG,2017,41.238442130862985
REGION1,S01B3,NONG00X00,1,NONG,2018,41.238442130862985
REGION1,S01B3,NONG00X00,1,NONG,2019,41.238442130862985
REGION1,S01B3,NONG00X00,1,NONG,2020,41.238442130862985
REGION1,S01B3,NONG00X00,1,NONG,2021,42.61305686855842
REGION1,S01B3,NONG00X00,1,NONG,2022,66.14801553079782
REGION1,S01B3,NONG00X00,1,NONG,2023,67.74440100314928
REGION1,S01B3,NONG00X00,1,NONG,2024,46.73690108164472
REGION1,S01B3,NONG00X00,1,NONG,2025,48.111515819340156
REGION1,S01B3,NONG00X00,1,NONG,2026,64.22686762962317
REGION1,S01B3,NONG00X00,1,NONG,2027,72.951174029131
REGION1,S01B3,NONG00X00,1,NONG,2028,74.25296898922646
REGION1,S01B3,NONG00X00,1,NONG,2029,53.60997477012189
REGION1,S01B3,NONG00X00,1,NONG,2030,54.984589507817326
REGION1,S01B3,NONG00X00,1,NONG,2031,56.35920424551275
REGION1,S01B3,NONG00X00,1,NONG,2032,57.733818983208174
REGION1,S01B3,NONG00X00,1,NONG,2033,59.10843372090362
REGION1,S01B3,NONG00X00,1,NONG,2034,60.483048458599065
REGION1,S01B3,NONG00X00,1,NONG,2035,61.85766319629449
REGION1,S01B3,NONG00X00,1,NONG,2036,57.48654742116676
REGION1,S01B3,NONG00X00,1,NONG,2037,41.99651413013302
REGION1,S01B3,NONG00X00,1,NONG,2038,37.94248575197659
REGION1,S01B3,NONG00X00,1,NONG,2039,29.214512546396648
REGION1,S01B3,NONG00X00,1,NONG,2040,24.79819001976502
REGION1,S01B3,NONGCCPH2,1,NOE1,2022,13.382577509975768
REGION1,S01B3,NONGCCPH2,1,NOE1,2023,13.56048
REGION1,S01B3,NONGCCPH2,1,NOE1,2026,9.018995890007758
REGION1,S01B3,NONGCCPH2,1,NOE1,2027,13.56048
REGION1,S01B3,NONGCCPH2,1,NOE1,2028,13.56048
REGION1,S01B3,NOWIOFPH3,1,NOE1,2015,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2016,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2017,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2018,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2019,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2020,0.0458121516768
REGION1,S01B3,NOWIOFPH3,1,NOE1,2021,0.0458121516768
