REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
REGION1,DKBMSTPH3,1,2038,DKBM,S04B2,76.61665173929107
REGION1,DKBMSTPH3,1,2038,DKBM,S04B3,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S05B1,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S05B2,118.8636439294974
REGION1,DKBMSTPH3,1,2038,DKBM,S05B3,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S01B2,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S01B3,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S02B1,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S02B2,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S02B3,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S03B1,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S03B2,41.46270285085291
REGION1,DKBMSTPH3,1,2039,DKBM,S03B3,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S04B1,107.97755158101717
REGION1,DKBMSTPH3,1,2039,DKBM,S04B2,69.67769845417999
REGION1,DKBMSTPH3,1,2039,DKBM,S04B3,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S05B1,88.97798856454367
REGION1,DKBMSTPH3,1,2039,DKBM,S05B2,118.8636439294974
REGION1,DKBMSTPH3,1,2039,DKBM,S05B3,118.8636439294974
REGION1,DKBMSTPH3,1,2040,DKBM,S01B1,22.0704459127971
REGION1,DKBMSTPH3,1,2040,DKBM,S01B2,103.1547512231925
REGION1,DKBMSTPH3,1,2040,DKBM,S01B3,118.8636439294974
REGION1,DKBMSTPH3,1,2040,DKBM,S02B1,118.86364392949731
REGION1,DKBMSTPH3,1,2040,DKBM,S02B2,118.8636439294974
REGION1,DKBMSTPH3,1,2040,DKBM,S02B3,118.8636439294974
REGION1,DKBMSTPH3,1,2040,DKBM,S03B1,118.86364392949748
REGION1,DKBMSTPH3,1,2040,DKBM,S03B2,40.38835196566818
REGION1,DKBMSTPH3,1,2040,DKBM,S03B3,118.8636439294974
REGION1,DKBMSTPH3,1,2040,DKBM,S04B1,75.23173994141608
